"Original XML Dita File","UUID","Transformed Markdown File"
"marketing-cloud-id-service-master/src-migrate/mcvid-regions.xml","bdd9d001-f29f-4ff0-800b-8182243da218","/data/DiscoIQ/projects/Adobe_Self-Service_Collaboration_20180104/content/xml-dita/marketing-cloud-id-service-master/src-migrate/migration-test-20190219/mcvid-reference/mcvid-regions.md"
"marketing-cloud-id-service-master/src-migrate/mcvid-requirements.xml","608b1082-6e9e-4101-b6cb-60027950109b","/data/DiscoIQ/projects/Adobe_Self-Service_Collaboration_20180104/content/xml-dita/marketing-cloud-id-service-master/src-migrate/migration-test-20190219/mcvid-reference/mcvid-requirements.md"
"marketing-cloud-id-service-master/src-migrate/mcvid_heartbeat.xml","07986a78-23ac-4fd4-ab8f-be9275616a29","/data/DiscoIQ/projects/Adobe_Self-Service_Collaboration_20180104/content/xml-dita/marketing-cloud-id-service-master/src-migrate/migration-test-20190219/mcvid-reference/mcvid-heartbeat.md"
"marketing-cloud-id-service-master/src-migrate/mcvid-dwb.xml","9448abc8-04fb-47d2-be08-1dfbddb0764e","/data/DiscoIQ/projects/Adobe_Self-Service_Collaboration_20180104/content/xml-dita/marketing-cloud-id-service-master/src-migrate/migration-test-20190219/mcvid-reference/mcvid-dwb.md"
"marketing-cloud-id-service-master/src-migrate/mcvid-faq-intro.xml","b075957b-165f-4087-99ad-bf608b4d4967","/data/DiscoIQ/projects/Adobe_Self-Service_Collaboration_20180104/content/xml-dita/marketing-cloud-id-service-master/src-migrate/migration-test-20190219/mcvid-faq-intro/mcvid-faq-intro.md"
"marketing-cloud-id-service-master/src-migrate/mcvid-faq.xml","e8d8f819-3d73-4fa2-864c-4867071c14ee","/data/DiscoIQ/projects/Adobe_Self-Service_Collaboration_20180104/content/xml-dita/marketing-cloud-id-service-master/src-migrate/migration-test-20190219/mcvid-faq-intro/mcvid-faq.md"
"marketing-cloud-id-service-master/src-migrate/mcvid-analytics-faq.xml","35ed79a9-eccc-4b54-8451-606f091c73b7","/data/DiscoIQ/projects/Adobe_Self-Service_Collaboration_20180104/content/xml-dita/marketing-cloud-id-service-master/src-migrate/migration-test-20190219/mcvid-faq-intro/mcvid-analytics-faq.md"
"marketing-cloud-id-service-master/src-migrate/mcvid-other-faq.xml","7d848663-6cbb-4d80-ab06-7b6d2dc20e2b","/data/DiscoIQ/projects/Adobe_Self-Service_Collaboration_20180104/content/xml-dita/marketing-cloud-id-service-master/src-migrate/migration-test-20190219/mcvid-faq-intro/mcvid-other-faq.md"
"marketing-cloud-id-service-master/src-migrate/mcvid-release-notes.xml","a5a59410-7f85-48f9-a30a-fef1c2e2b558","/data/DiscoIQ/projects/Adobe_Self-Service_Collaboration_20180104/content/xml-dita/marketing-cloud-id-service-master/src-migrate/migration-test-20190219/mcvid-release-notes/mcvid-release-notes.md"
"marketing-cloud-id-service-master/src-migrate/mcvid-notes-2018.xml","771b5b11-a8e3-464c-b65e-b15135584ace","/data/DiscoIQ/projects/Adobe_Self-Service_Collaboration_20180104/content/xml-dita/marketing-cloud-id-service-master/src-migrate/migration-test-20190219/mcvid-release-notes/mcvid-notes-2018.md"
"marketing-cloud-id-service-master/src-migrate/mcvid-notes-2017.xml","79452df0-49db-42b8-96fe-01aa7629fbb5","/data/DiscoIQ/projects/Adobe_Self-Service_Collaboration_20180104/content/xml-dita/marketing-cloud-id-service-master/src-migrate/migration-test-20190219/mcvid-release-notes/mcvid-notes-2017.md"
"marketing-cloud-id-service-master/src-migrate/mcvid-notes-2016.xml","7a5a314a-3ff8-4561-9c64-6c10d2223887","/data/DiscoIQ/projects/Adobe_Self-Service_Collaboration_20180104/content/xml-dita/marketing-cloud-id-service-master/src-migrate/migration-test-20190219/mcvid-release-notes/mcvid-notes-2016.md"
"marketing-cloud-id-service-master/src-migrate/mcvid-notes-2015.xml","49423699-1e0f-49e4-9135-2ae84b4f92df","/data/DiscoIQ/projects/Adobe_Self-Service_Collaboration_20180104/content/xml-dita/marketing-cloud-id-service-master/src-migrate/migration-test-20190219/mcvid-release-notes/mcvid-notes-2015.md"
"marketing-cloud-id-service-master/src-migrate/contact_and_legal.xml","72f54f8c-7fa6-4ae5-af9c-31641fb99296","/data/DiscoIQ/projects/Adobe_Self-Service_Collaboration_20180104/content/xml-dita/marketing-cloud-id-service-master/src-migrate/migration-test-20190219/contact-and-legal.md"
